time	intensity	norm_intensity	experiment	compound	nucleus	type	insituLi	cellsetup	peak	electrolyte
155073.36299991608	26568556.66077423	0.9814242416785324	530	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
155363.5379998684	26629360.732421875	0.9836703023384951	531	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
155654.9739999771	26714524.06426239	0.986816177345465	532	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
155944.1210000515	26624631.22569275	0.9834955976070936	533	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
156234.4470000267	26710474.70677185	0.9866665968599618	534	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
156524.8940000534	26765581.672546387	0.9887022103404761	535	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
156818.23000001907	26905200.859542847	0.9938596472487474	536	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
157108.31699991226	26672158.93863678	0.9852512386917927	537	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
157398.56900000572	26767103.78212738	0.988758436023352	538	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
157688.90000009537	26811373.351234436	0.9903937235116811	539	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
157980.7460000515	26719655.363883972	0.987005724030452	540	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
158269.23199987411	26692411.498550415	0.9859993543500525	541	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
158560.08899998665	26806559.5186615	0.9902159038415054	542	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
158850.00600004196	26858790.092575073	0.9921452653815414	543	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
159140.72199988365	26818352.19203186	0.9906515170992236	544	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
159431.18899989128	26657658.38143158	0.9847155980643874	545	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
159721.52500009537	26826872.79385376	0.9909662622804719	546	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
160011.7009999752	26947747.15662384	0.9954312782515934	547	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
160302.007999897	26872887.92931366	0.9926660297914087	548	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
160594.86500000954	26964827.36933899	0.996062209582403	549	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
160882.4509999752	26791000.778182983	0.9896411746505086	550	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
161172.90700006485	26930912.054855347	0.9948094011508656	551	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
161463.38400006294	26777523.401687622	0.989143329616032	552	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
161753.36999988556	26885302.135681152	0.9931246020513104	553	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
162044.13700008392	26874567.69365692	0.9927280791329606	554	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
162334.20300006866	27013148.78918457	0.9978471696551041	555	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
162624.41899991035	26908225.231452942	0.9939713654706409	556	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
162914.63599991798	27071428.98297882	1	557	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
163205.1930000782	26974060.67642212	0.9964032816066739	558	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
163495.17899990082	26959782.352355957	0.9958758501188444	559	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
163785.66599988937	26995636.622657776	0.997200282247062	560	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
164076.00200009346	26883655.32247162	0.993063769902015	561	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
164366.11800003052	26794988.689460754	0.9897884853550997	562	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
164656.2049999237	26933465.655273438	0.9949037293970655	563	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
164946.2309999466	26933438.035873413	0.9949027091553915	564	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
165236.2879998684	26906728.54222107	0.9939160787980085	565	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
165526.40400004387	26851488.41040039	0.9918755462551786	566	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
165816.60100007057	26793198.002059937	0.989722338591959	567	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
166107.06699991226	26840265.109375	0.9914609652209654	568	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
166399.0339999199	26865899.506263733	0.9924078822420377	569	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
166689.61999988556	26889877.946899414	0.9932936293760645	570	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
166979.8259999752	26895618.702308655	0.9935056889394089	571	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
167270.15299987793	26900894.704315186	0.9937005808311464	572	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
167560.24900007248	26776847.311317444	0.989118355301946	573	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
167850.70600008965	26771089.684326172	0.988905672513945	574	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
168140.7920000553	26520937.97683716	0.9796652401878089	575	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
168431.1289999485	26827059.291511536	0.9909731513759051	576	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
168721.33500003815	26691647.511047363	0.9859711331762263	577	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
169011.3220000267	26822137.66381836	0.9907913498279975	578	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
169301.5980000496	26738400.579086304	0.987698159409985	579	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
169592.01399993896	26676725.951889038	0.9854199410257231	580	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
169881.92100000381	26731228.34637451	0.9874332220579043	581	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
170172.11800003052	26688454.28891754	0.9858531777431448	582	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
170462.5940001011	26755319.613128662	0.9883231369112834	583	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
170753.08100008965	26719275.766593933	0.9869917019671808	584	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
171043.3970000744	26628585.748321533	0.983641674957915	585	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
171333.56299996376	26686380.94681549	0.9857765899094049	586	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
171676.04999995232	26812528.471305847	0.9904363928540397	587	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
171913.93700003624	26677387.961776733	0.9854443952164534	588	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
172203.99300003052	26673041.42491913	0.9852838371291675	589	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
172495.5299999714	26668896.68990326	0.9851307334633627	590	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
172784.31599998474	26615722.864250183	0.9831665288516848	591	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
173074.4730000496	26611006.65460205	0.9829923153053257	592	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
173364.8789999485	26642853.41117096	0.984168712627718	593	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
173654.87599992752	26599114.791519165	0.9825530380477283	594	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
173945.09299993515	26553538.647903442	0.9808694865941135	595	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
174235.4589998722	26426697.574028015	0.9761840644113696	596	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
174525.49499988556	26541976.273338318	0.980442380416143	597	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
174818.50200009346	26579608.61894226	0.9818324934252347	598	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
175106.11800003052	26583799.94091797	0.9819873179813504	599	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
175396.72499990463	26535674.70159149	0.9802096046823319	600	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
